text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg,cluster
The reservation process was scenic and the staff were very helpful.,neutral,travel,2025-09-17 18:42:52.211671,The reservation process was scenic and the staff were very helpful.,"['reservation', 'process', 'scenic', 'staff', 'helpful']",reservation process scenic staff helpful,0.4754,0.236,0.764,0.0,5
The airline enjoyed my check-in and offered a convenient travel check-in.,positive,travel,2025-09-17 14:07:04.333186,The airline enjoyed my check-in and offered a convenient travel check-in.,"['airline', 'enjoyed', 'check-in', 'offered', 'convenient', 'travel', 'check-in']",airline enjoyed check-in offered convenient travel check-in,0.5106,0.248,0.752,0.0,4
[REF-3901] My destination was cancelled at the airport and I need assistance.,negative,travel,2025-09-17 15:54:16.454701,[REF-3901] My destination was cancelled at the airport and I need assistance.,"['ref-3901', 'destination', 'cancelled', 'airport', 'need', 'assistance']",ref-3901 destination cancelled airport need assistance,-0.25,0.0,0.846,0.154,1
Our reservation to Tokyo was lost and the experience was disappointing.,negative,travel,2025-09-17 07:35:28.576216,Our reservation to Tokyo was lost and the experience was disappointing.,"['reservation', 'tokyo', 'lost', 'experience', 'disappointing']",reservation tokyo lost experience disappointing,-0.6705,0.0,0.621,0.379,0
I have a scenic voucher at the Grand Hyatt that I need to get a voucher for. ?!?,positive,travel,2025-09-17 12:15:40.697731,I have a scenic voucher at the Grand Hyatt that I need to get a voucher for. ?,"['scenic', 'voucher', 'grand', 'hyatt', 'need', 'get', 'voucher']",scenic voucher grand hyatt need get voucher,0.4588,0.15,0.85,0.0,3
I have a sce like nic reservation at the Grand Hyatt that I need to get a reservation for.,neutral,travel,2025-09-17 13:08:52.819247,I have a sce like nic reservation at the Grand Hyatt that I need to get a reservation for.,"['sce', 'like', 'nic', 'reservation', 'grand', 'hyatt', 'need', 'get', 'reservation']",sce like nic reservation grand hyatt need get reservation,0.6705,0.244,0.756,0.0,3
I have a first-class luggage at the Grand Hyatt that I need to get a luggage for.,positive,travel,2025-09-17 09:59:04.940762,I have a first-class luggage at the Grand Hyatt that I need to get a luggage for.,"['first-class', 'luggage', 'grand', 'hyatt', 'need', 'get', 'luggage']",first-class luggage grand hyatt need get luggage,0.4588,0.158,0.842,0.0,3
[REF-8003] My destination was booked at the airport and I need assistance.,neutral,travel,2025-09-17 11:20:17.062277,[REF-8003] My destination was booked at the airport and I need assistance.,"['ref-8003', 'destination', 'booked', 'airport', 'need', 'assistance']",ref-8003 destination booked airport need assistance,0.0,0.0,1.0,0.0,1
I want to confirm my booking for the first-class booking to Paris.,positive,travel,2025-09-17 15:51:29.183792,I want to confirm my booking for the first-class booking to Paris.,"['want', 'confirm', 'booking', 'first-class', 'booking', 'paris']",want confirm booking first-class booking paris,0.0772,0.106,0.894,0.0,2
I have a wonderful destination at the Grand Hyatt that I need to get a destination for.,positive,travel,2025-09-17 19:09:41.305307,I have a wonderful destination at the Grand Hyatt that I need to get a destination for.,"['wonderful', 'destination', 'grand', 'hyatt', 'need', 'get', 'destination']",wonderful destination grand hyatt need get destination,0.7717,0.309,0.691,0.0,3
Our seat to Dubai was booked and the experience was non-refundable.,negative,travel,2025-09-17 21:12:53.426822,Our seat to Dubai was booked and the experience was non-refundable.,"['seat', 'dubai', 'booked', 'experience', 'non-refundable']",seat dubai booked experience non-refundable,0.0,0.0,1.0,0.0,0
The airline lost my itinerary and offered a non-refundable travel itinerary....,negative,travel,2025-09-17 05:30:05.548338,The airline lost my itinerary and offered a non-refundable travel itinerary.,"['airline', 'lost', 'itinerary', 'offered', 'non-refundable', 'travel', 'itinerary']",airline lost itinerary offered non-refundable travel itinerary,-0.3182,0.0,0.813,0.187,4
The voucher process was non-refundable and the staff were very helpful.,negative,travel,2025-09-17 08:24:17.669853,The voucher process was non-refundable and the staff were very helpful.,"['voucher', 'process', 'non-refundable', 'staff', 'helpful']",voucher process non-refundable staff helpful,0.4754,0.236,0.764,0.0,5
The airline rescheduled my flight and offered a first-class travel flight.,positive,travel,2025-09-17 18:40:29.791368,The airline rescheduled my flight and offered a first-class travel flight.,"['airline', 'rescheduled', 'flight', 'offered', 'first-class', 'travel', 'flight']",airline rescheduled flight offered first-class travel flight,0.0,0.0,1.0,0.0,4
The airline cancelled my check-in and offered a scenic travel check-in....,negative,travel,2025-09-18 04:18:41.912883,The airline cancelled my check-in and offered a scenic travel check-in.,"['airline', 'cancelled', 'check-in', 'offered', 'scenic', 'travel', 'check-in']",airline cancelled check-in offered scenic travel check-in,-0.25,0.0,0.833,0.167,4
I want to c ... onfirm my flight for the disappointing flight to Paris.,neutral,travel,2025-09-18 01:41:54.034398,I want to c . onfirm my flight for the disappointing flight to Paris.,"['want', 'c', 'onfirm', 'flight', 'disappointing', 'flight', 'paris']",want c onfirm flight disappointing flight paris,-0.4404,0.079,0.727,0.194,2
The destination process was first-class and the staff were very helpful.,positive,travel,2025-09-18 02:28:06.155914,The destination process was first-class and the staff were very helpful.,"['destination', 'process', 'first-class', 'staff', 'helpful']",destination process first-class staff helpful,0.4754,0.236,0.764,0.0,5
Our flight to Tokyo was lost and the experien you know ce was scenic.,negative,travel,2025-09-17 13:41:18.277429,Our flight to Tokyo was lost and the experien you know ce was scenic.,"['flight', 'tokyo', 'lost', 'experien', 'know', 'ce', 'scenic']",flight tokyo lost experien know ce scenic,-0.3182,0.0,0.85,0.15,0
I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for.,negative,travel,2025-09-17 15:43:30.398944,I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for.,"['non-refundable', 'itinerary', 'grand', 'hyatt', 'need', 'get', 'itinerary']",non-refundable itinerary grand hyatt need get itinerary,0.4588,0.158,0.842,0.0,3
The airline lost my flight and offered a non-refundable travel fli you know ght.,negative,travel,2025-09-18 03:14:42.520459,The airline lost my flight and offered a non-refundable travel fli you know ght.,"['airline', 'lost', 'flight', 'offered', 'non-refundable', 'travel', 'fli', 'know', 'ght']",airline lost flight offered non-refundable travel fli know ght,-0.3182,0.0,0.85,0.15,4
I have a scenic refund at the Grand Hyatt that I need to get a refund for.,negative,travel,2025-09-17 15:04:54.641974,I have a scenic refund at the Grand Hyatt that I need to get a refund for.,"['scenic', 'refund', 'grand', 'hyatt', 'need', 'get', 'refund']",scenic refund grand hyatt need get refund,0.4588,0.158,0.842,0.0,3
The check-in process was scenic and the staff were very helpful.,neutral,travel,2025-09-17 17:52:06.763490,The check-in process was scenic and the staff were very helpful.,"['check-in', 'process', 'scenic', 'staff', 'helpful']",check-in process scenic staff helpful,0.4754,0.236,0.764,0.0,5
I want to confirm my itinerary for the convenient itinerary to Paris.,positive,travel,2025-09-18 00:30:18.885005,I want to confirm my itinerary for the convenient itinerary to Paris.,"['want', 'confirm', 'itinerary', 'convenient', 'itinerary', 'paris']",want confirm itinerary convenient itinerary paris,0.0772,0.106,0.894,0.0,2
I have a non-refundable hotel at the Grand Hyatt that I need to get a hotel for. (ticket:458509),negative,travel,2025-09-17 14:06:31.006520,I have a non-refundable hotel at the Grand Hyatt that I need to get a hotel for. (ticket:458509),"['non-refundable', 'hotel', 'grand', 'hyatt', 'need', 'get', 'hotel', 'ticket:458509']",non-refundable hotel grand hyatt need get hotel ticket:458509,0.4588,0.15,0.85,0.0,3
I want to confirm my flight fo umm r the overbooked flight to Paris.,neutral,travel,2025-09-18 03:46:43.128035,I want to confirm my flight fo umm r the overbooked flight to Paris.,"['want', 'confirm', 'flight', 'fo', 'umm', 'r', 'overbooked', 'flight', 'paris']",want confirm flight fo umm r overbooked flight paris,0.0772,0.091,0.909,0.0,2
I want to confirm my itinerary for the terrible itinerary to Paris.,neutral,travel,2025-09-17 23:17:55.249550,I want to confirm my itinerary for the terrible itinerary to Paris.,"['want', 'confirm', 'itinerary', 'terrible', 'itinerary', 'paris']",want confirm itinerary terrible itinerary paris,-0.4215,0.09,0.694,0.215,2
The airline found my flight and offered a overbooked travel flight.,negative,travel,2025-09-17 21:39:07.371066,The airline found my flight and offered a overbooked travel flight.,"['airline', 'found', 'flight', 'offered', 'overbooked', 'travel', 'flight']",airline found flight offered overbooked travel flight,0.0,0.0,1.0,0.0,4
I have a disappointing flight at the Grand Hyatt that I need to get a flight for....,negative,travel,2025-09-17 22:54:19.492581,I have a disappointing flight at the Grand Hyatt that I need to get a flight for.,"['disappointing', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",disappointing flight grand hyatt need get flight,-0.0516,0.142,0.708,0.151,3
I HAVE A WONDERFUL FLIGHT AT THE GRAND HYATT THAT I NEED TO GET A FLIGHT FOR.,positive,travel,2025-09-18 06:18:31.614096,I HAVE A WONDERFUL FLIGHT AT THE GRAND HYATT THAT I NEED TO GET A FLIGHT FOR.,"['wonderful', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",wonderful flight grand hyatt need get flight,0.7717,0.309,0.691,0.0,3
The airline lost my hotel and offered a terrible travel hotel.,negative,travel,2025-09-17 23:34:43.735611,The airline lost my hotel and offered a terrible travel hotel.,"['airline', 'lost', 'hotel', 'offered', 'terrible', 'travel', 'hotel']",airline lost hotel offered terrible travel hotel,-0.6597,0.0,0.625,0.375,4
OUR VOUCHER TO ROME WAS DELAYED AND THE EXPERIENCE WAS TERRIBLE.,negative,travel,2025-09-18 04:27:55.857126,OUR VOUCHER TO ROME WAS DELAYED AND THE EXPERIENCE WAS TERRIBLE.,"['voucher', 'rome', 'delayed', 'experience', 'terrible']",voucher rome delayed experience terrible,-0.6124,0.0,0.643,0.357,0
Our refund to Paris was delayed and the experience was non-refundable.,negative,travel,2025-09-17 11:50:07.978641,Our refund to Paris was delayed and the experience was non-refundable.,"['refund', 'paris', 'delayed', 'experience', 'non-refundable']",refund paris delayed experience non-refundable,-0.2263,0.0,0.84,0.16,0
OUR BOOKING TO ROME WAS RESCHEDULED AND THE EXPERIENCE WAS SCENIC.,neutral,travel,2025-09-17 23:09:20.100157,OUR BOOKING TO ROME WAS RESCHEDULED AND THE EXPERIENCE WAS SCENIC.,"['booking', 'rome', 'rescheduled', 'experience', 'scenic']",booking rome rescheduled experience scenic,0.0,0.0,1.0,0.0,0
MY CHECK-IN WAS BOOKED AT THE AIRPORT AND I NEED ASSISTANCE.,neutral,travel,2025-09-17 13:31:32.221672,MY CHECK-IN WAS BOOKED AT THE AIRPORT AND I NEED ASSISTANCE.,"['check-in', 'booked', 'airport', 'need', 'assistance']",check-in booked airport need assistance,0.0,0.0,1.0,0.0,1
Our check-in to London was upgraded and the experience was first-class.,positive,travel,2025-09-18 07:18:44.343187,Our check-in to London was upgraded and the experience was first-class.,"['check-in', 'london', 'upgraded', 'experience', 'first-class']",check-in london upgraded experience first-class,0.0,0.0,1.0,0.0,0
The airline confirmed my hotel and offered a first-class travel hotel.,positive,travel,2025-09-17 16:42:56.464702,The airline confirmed my hotel and offered a first-class travel hotel.,"['airline', 'confirmed', 'hotel', 'offered', 'first-class', 'travel', 'hotel']",airline confirmed hotel offered first-class travel hotel,0.0,0.0,1.0,0.0,4
The airline lost my booking and offered a overbooked travel booking.,neutral,travel,2025-09-17 23:48:08.586217,The airline lost my booking and offered a overbooked travel booking.,"['airline', 'lost', 'booking', 'offered', 'overbooked', 'travel', 'booking']",airline lost booking offered overbooked travel booking,-0.3182,0.0,0.813,0.187,4
I want to confirm my flight for the first-class flight to Paris.!!!,positive,travel,2025-09-18 06:28:20.707733,I want to confirm my flight for the first-class flight to Paris!,"['want', 'confirm', 'flight', 'first-class', 'flight', 'paris']",want confirm flight first-class flight paris,0.1511,0.126,0.874,0.0,2
I have a convenient destination at the Grand Hyatt that I need to get a destination for.,positive,travel,2025-09-18 09:19:32.829248,I have a convenient destination at the Grand Hyatt that I need to get a destination for.,"['convenient', 'destination', 'grand', 'hyatt', 'need', 'get', 'destination']",convenient destination grand hyatt need get destination,0.4588,0.158,0.842,0.0,3
The voucher process was scenic and the staff were very helpful.,positive,travel,2025-09-18 00:53:44.950763,The voucher process was scenic and the staff were very helpful.,"['voucher', 'process', 'scenic', 'staff', 'helpful']",voucher process scenic staff helpful,0.4754,0.236,0.764,0.0,5
The airline confirmed my refund and offered a first-class travel refund.,positive,travel,2025-09-17 13:49:57.072278,The airline confirmed my refund and offered a first-class travel refund.,"['airline', 'confirmed', 'refund', 'offered', 'first-class', 'travel', 'refund']",airline confirmed refund offered first-class travel refund,0.0,0.0,1.0,0.0,4
My itinerary was delayed at the airport and I need assistance.,neutral,travel,2025-09-17 13:55:09.193793,My itinerary was delayed at the airport and I need assistance.,"['itinerary', 'delayed', 'airport', 'need', 'assistance']",itinerary delayed airport need assistance,-0.2263,0.0,0.84,0.16,1
The airline delayed my voucher and offered a non-refundable travel voucher. ?!?,neutral,travel,2025-09-18 09:48:21.315309,The airline delayed my voucher and offered a non-refundable travel voucher. ?,"['airline', 'delayed', 'voucher', 'offered', 'non-refundable', 'travel', 'voucher']",airline delayed voucher offered non-refundable travel voucher,-0.2263,0.0,0.853,0.147,4
THE AIRLINE BOOKED MY LUGGAGE AND OFFERED A NON-REFUNDABLE TRAVEL LUGGAGE.,neutral,travel,2025-09-18 11:13:33.436824,THE AIRLINE BOOKED MY LUGGAGE AND OFFERED A NON-REFUNDABLE TRAVEL LUGGAGE.,"['airline', 'booked', 'luggage', 'offered', 'non-refundable', 'travel', 'luggage']",airline booked luggage offered non-refundable travel luggage,0.0,0.0,1.0,0.0,4
My check-in was delayed at the airport and I need assistance.,negative,travel,2025-09-17 15:03:45.558339,My check-in was delayed at the airport and I need assistance.,"['check-in', 'delayed', 'airport', 'need', 'assistance']",check-in delayed airport need assistance,-0.2263,0.0,0.84,0.16,1
The airline rescheduled my reservation and offered a non-refundable travel reservation.,neutral,travel,2025-09-18 13:03:57.679854,The airline rescheduled my reservation and offered a non-refundable travel reservation.,"['airline', 'rescheduled', 'reservation', 'offered', 'non-refundable', 'travel', 'reservation']",airline rescheduled reservation offered non-refundable travel reservation,0.0,0.0,1.0,0.0,4
I HAVE A SCENIC ITINERARY AT THE GRAND HYATT THAT I NEED TO GET A ITINERARY FOR.,negative,travel,2025-09-18 07:42:09.801369,I HAVE A SCENIC ITINERARY AT THE GRAND HYATT THAT I NEED TO GET A ITINERARY FOR.,"['scenic', 'itinerary', 'grand', 'hyatt', 'need', 'get', 'itinerary']",scenic itinerary grand hyatt need get itinerary,0.4588,0.158,0.842,0.0,3
I want to confirm my booking for the convenient booking to Paris.,positive,travel,2025-09-18 04:55:21.922884,I want to confirm my booking for the convenient booking to Paris.,"['want', 'confirm', 'booking', 'convenient', 'booking', 'paris']",want confirm booking convenient booking paris,0.0772,0.106,0.894,0.0,2
I want to confirm my flight for the disappointing flight to Paris.,negative,travel,2025-09-18 06:29:34.044400,I want to confirm my flight for the disappointing flight to Paris.,"['want', 'confirm', 'flight', 'disappointing', 'flight', 'paris']",want confirm flight disappointing flight paris,-0.4404,0.09,0.69,0.221,2
I have a terrible luggage at the Grand Hyatt that I need ...  to get a luggage for.,negative,travel,2025-09-17 16:45:46.165915,I have a terrible luggage at the Grand Hyatt that I need . to get a luggage for.,"['terrible', 'luggage', 'grand', 'hyatt', 'need', 'get', 'luggage']",terrible luggage grand hyatt need get luggage,-0.0258,0.136,0.724,0.14,3
I have a wonderful destination at the Grand Hyatt that I need to get a destination for.,positive,travel,2025-09-18 08:33:58.287430,I have a wonderful destination at the Grand Hyatt that I need to get a destination for.,"['wonderful', 'destination', 'grand', 'hyatt', 'need', 'get', 'destination']",wonderful destination grand hyatt need get destination,0.7717,0.309,0.691,0.0,3
I have a overbooked hotel at the Grand Hyatt that I need to get a hotel for.,negative,travel,2025-09-18 12:55:10.408945,I have a overbooked hotel at the Grand Hyatt that I need to get a hotel for.,"['overbooked', 'hotel', 'grand', 'hyatt', 'need', 'get', 'hotel']",overbooked hotel grand hyatt need get hotel,0.4588,0.158,0.842,0.0,3
The check-in process was first-class and the staff were very helpful....,positive,travel,2025-09-18 09:38:22.530460,The check-in process was first-class and the staff were very helpful.,"['check-in', 'process', 'first-class', 'staff', 'helpful']",check-in process first-class staff helpful,0.4754,0.236,0.764,0.0,5
I want to confirm my reservation for the first-class reservation to Paris.,positive,travel,2025-09-17 16:42:34.651976,I want to confirm my reservation for the first-class reservation to Paris.,"['want', 'confirm', 'reservation', 'first-class', 'reservation', 'paris']",want confirm reservation first-class reservation paris,0.0772,0.106,0.894,0.0,2
I want to confirm my booking for the scenic booking to Paris.,positive,travel,2025-09-17 16:05:46.773491,I want to confirm my booking for the scenic booking to Paris.,"['want', 'confirm', 'booking', 'scenic', 'booking', 'paris']",want confirm booking scenic booking paris,0.0772,0.106,0.894,0.0,2
Our refund to Paris was upgraded and the experience wa ... s convenient.,positive,travel,2025-09-17 19:20:58.895006,Our refund to Paris was upgraded and the experience wa . s convenient.,"['refund', 'paris', 'upgraded', 'experience', 'wa', 'convenient']",refund paris upgraded experience wa convenient,0.0,0.0,1.0,0.0,0
Our check-in to Sydney was cancelled and the experience was terrible.,negative,travel,2025-09-17 17:45:11.016521,Our check-in to Sydney was cancelled and the experience was terrible.,"['check-in', 'sydney', 'cancelled', 'experience', 'terrible']",check-in sydney cancelled experience terrible,-0.6249,0.0,0.638,0.362,0
My voucher was rescheduled at the airport and I need assistance.,positive,travel,2025-09-18 07:10:23.138036,My voucher was rescheduled at the airport and I need assistance.,"['voucher', 'rescheduled', 'airport', 'need', 'assistance']",voucher rescheduled airport need assistance,0.0,0.0,1.0,0.0,1
I have a disappointing check-in at the Grand Hyatt that I need to get a check-in for.,negative,travel,2025-09-17 22:10:35.259552,I have a disappointing check-in at the Grand Hyatt that I need to get a check-in for.,"['disappointing', 'check-in', 'grand', 'hyatt', 'need', 'get', 'check-in']",disappointing check-in grand hyatt need get check-in,-0.0516,0.142,0.708,0.151,3
Our flight to Rome was enjoyed and the experience was wonderful.,positive,travel,2025-09-17 17:40:47.381067,Our flight to Rome was enjoyed and the experience was wonderful.,"['flight', 'rome', 'enjoyed', 'experience', 'wonderful']",flight rome enjoyed experience wonderful,0.7906,0.438,0.562,0.0,0
I want to confirm my booking for the overbooked booking to P you know aris.!!!,negative,travel,2025-09-18 06:29:59.502582,I want to confirm my booking for the overbooked booking to P you know aris!,"['want', 'confirm', 'booking', 'overbooked', 'booking', 'p', 'know', 'aris']",want confirm booking overbooked booking p know aris,0.1511,0.102,0.898,0.0,2
Our destination to Dubai was enjoyed and the experience was first-class.,positive,travel,2025-09-18 09:45:11.624097,Our destination to Dubai was enjoyed and the experience was first-class.,"['destination', 'dubai', 'enjoyed', 'experience', 'first-class']",destination dubai enjoyed experience first-class,0.5106,0.248,0.752,0.0,0
My refund was found at the airport and I need assistance.,positive,travel,2025-09-18 06:18:23.745612,My refund was found at the airport and I need assistance.,"['refund', 'found', 'airport', 'need', 'assistance']",refund found airport need assistance,0.0,0.0,1.0,0.0,1
The reservation process was scenic and the staff were very helpful.!!!,negative,travel,2025-09-18 02:59:35.867128,The reservation process was scenic and the staff were very helpful!,"['reservation', 'process', 'scenic', 'staff', 'helpful']",reservation process scenic staff helpful,0.5244,0.253,0.747,0.0,5
I have a disappointing refund at the Grand Hyatt that I need to get a refund for.,neutral,travel,2025-09-18 00:01:47.988643,I have a disappointing refund at the Grand Hyatt that I need to get a refund for.,"['disappointing', 'refund', 'grand', 'hyatt', 'need', 'get', 'refund']",disappointing refund grand hyatt need get refund,-0.0516,0.142,0.708,0.151,3
I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for.,negative,travel,2025-09-18 03:46:00.110158,I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for.,"['non-refundable', 'itinerary', 'grand', 'hyatt', 'need', 'get', 'itinerary']",non-refundable itinerary grand hyatt need get itinerary,0.4588,0.158,0.842,0.0,3
Our flight to New York was rescheduled and the experience was overbooked....,neutral,travel,2025-09-18 09:38:12.231673,Our flight to New York was rescheduled and the experience was overbooked.,"['flight', 'new', 'york', 'rescheduled', 'experience', 'overbooked']",flight new york rescheduled experience overbooked,0.0,0.0,1.0,0.0,0
I want to confirm my itinerary for the disappointing itinerary to Paris.,neutral,travel,2025-09-18 06:18:24.353188,I want to confirm my itinerary for the disappointing itinerary to Paris.,"['want', 'confirm', 'itinerary', 'disappointing', 'itinerary', 'paris']",want confirm itinerary disappointing itinerary paris,-0.4404,0.09,0.69,0.221,2
I have a disa you know ppointing luggage at the Grand Hyatt that I need to get a luggage for.,neutral,travel,2025-09-17 23:45:36.474703,I have a disa you know ppointing luggage at the Grand Hyatt that I need to get a luggage for.,"['disa', 'know', 'ppointing', 'luggage', 'grand', 'hyatt', 'need', 'get', 'luggage']",disa know ppointing luggage grand hyatt need get luggage,0.4588,0.136,0.864,0.0,3
The airline upgraded my flight and offered a convenient travel flight.,positive,travel,2025-09-17 20:38:48.596219,The airline upgraded my flight and offered a convenient travel flight.,"['airline', 'upgraded', 'flight', 'offered', 'convenient', 'travel', 'flight']",airline upgraded flight offered convenient travel flight,0.0,0.0,1.0,0.0,4
My refund was rescheduled at the airport and I need assistance.,negative,travel,2025-09-18 01:50:00.717734,My refund was rescheduled at the airport and I need assistance.,"['refund', 'rescheduled', 'airport', 'need', 'assistance']",refund rescheduled airport need assistance,0.0,0.0,1.0,0.0,1
Our refund to Sydney was lost and the experience was terrible.!!!,negative,travel,2025-09-18 04:26:12.839249,Our refund to Sydney was lost and the experience was terrible!,"['refund', 'sydney', 'lost', 'experience', 'terrible']",refund sydney lost experience terrible,-0.69,0.0,0.613,0.387,0
Our seat to Rome was confirmed and the experience was first-class.,positive,travel,2025-09-17 23:27:24.960764,Our seat to Rome was confirmed and the experience was first-class.,"['seat', 'rome', 'confirmed', 'experience', 'first-class']",seat rome confirmed experience first-class,0.0,0.0,1.0,0.0,0
I have a first-class destination at the Grand Hyatt that I need to get a destination for.,positive,travel,2025-09-17 23:17:37.082279,I have a first-class destination at the Grand Hyatt that I need to get a destination for.,"['first-class', 'destination', 'grand', 'hyatt', 'need', 'get', 'destination']",first-class destination grand hyatt need get destination,0.4588,0.158,0.842,0.0,3
The airline found my itinerary and offered a disappointing travel itinerary.,neutral,travel,2025-09-18 11:16:49.203795,The airline found my itinerary and offered a disappointing travel itinerary.,"['airline', 'found', 'itinerary', 'offered', 'disappointing', 'travel', 'itinerary']",airline found itinerary offered disappointing travel itinerary,-0.4939,0.0,0.758,0.242,4
The airline enjoyed my booking and offered a convenient travel booking.,positive,travel,2025-09-18 10:26:01.325310,The airline enjoyed my booking and offered a convenient travel booking.,"['airline', 'enjoyed', 'booking', 'offered', 'convenient', 'travel', 'booking']",airline enjoyed booking offered convenient travel booking,0.5106,0.248,0.752,0.0,4
Our hotel to Sydney was delayed and the experience was terrible.,neutral,travel,2025-09-18 18:22:13.446825,Our hotel to Sydney was delayed and the experience was terrible.,"['hotel', 'sydney', 'delayed', 'experience', 'terrible']",hotel sydney delayed experience terrible,-0.6124,0.0,0.643,0.357,0
Our reservation to London was enjoyed and the experience was scenic.,positive,travel,2025-09-18 05:28:25.568340,Our reservation to London was enjoyed and the experience was scenic.,"['reservation', 'london', 'enjoyed', 'experience', 'scenic']",reservation london enjoyed experience scenic,0.5106,0.248,0.752,0.0,0
I want to confirm my destination for the overbooked destination to Paris.,neutral,travel,2025-09-18 06:25:37.689855,I want to confirm my destination for the overbooked destination to Paris.,"['want', 'confirm', 'destination', 'overbooked', 'destination', 'paris']",want confirm destination overbooked destination paris,0.0772,0.106,0.894,0.0,2
I want to confirm my destination for the terrible destination to Paris.,negative,travel,2025-09-18 16:16:49.811371,I want to confirm my destination for the terrible destination to Paris.,"['want', 'confirm', 'destination', 'terrible', 'destination', 'paris']",want confirm destination terrible destination paris,-0.4215,0.09,0.694,0.215,2
I want to confirm my luggage for the wonderful luggage to Paris.,positive,travel,2025-09-18 13:42:01.932886,I want to confirm my luggage for the wonderful luggage to Paris.,"['want', 'confirm', 'luggage', 'wonderful', 'luggage', 'paris']",want confirm luggage wonderful luggage paris,0.6124,0.333,0.667,0.0,2
I h ... ave a wonderful reservation at the Grand Hyatt that I need to get a reservation for.,positive,travel,2025-09-18 11:59:14.054401,I h . ave a wonderful reservation at the Grand Hyatt that I need to get a reservation for.,"['h', 'ave', 'wonderful', 'reservation', 'grand', 'hyatt', 'need', 'get', 'reservation']",h ave wonderful reservation grand hyatt need get reservation,0.7717,0.283,0.717,0.0,3
The airline delayed my hotel and offered a non-refundable travel hotel.,negative,travel,2025-09-18 18:25:26.175916,The airline delayed my hotel and offered a non-refundable travel hotel.,"['airline', 'delayed', 'hotel', 'offered', 'non-refundable', 'travel', 'hotel']",airline delayed hotel offered non-refundable travel hotel,-0.2263,0.0,0.84,0.16,4
My flight was cancelled at the airport and I need assistance.,negative,travel,2025-09-18 00:35:38.297431,My flight was cancelled at the airport and I need assistance.,"['flight', 'cancelled', 'airport', 'need', 'assistance']",flight cancelled airport need assistance,-0.25,0.0,0.833,0.167,1
I want to confirm m umm y booking for the terrible booking to Paris.,negative,travel,2025-09-18 13:29:50.418946,I want to confirm m umm y booking for the terrible booking to Paris.,"['want', 'confirm', 'umm', 'booking', 'terrible', 'booking', 'paris']",want confirm umm booking terrible booking paris,-0.4215,0.079,0.732,0.189,2
The check-in process was overbooked and the staff were very helpful.,negative,travel,2025-09-18 01:23:02.540462,The check-in process was overbooked and the staff were very helpful.,"['check-in', 'process', 'overbooked', 'staff', 'helpful']",check-in process overbooked staff helpful,0.4754,0.236,0.764,0.0,5
The airline cancelled my voucher and offered a scenic travel voucher.,neutral,travel,2025-09-18 12:48:14.661977,The airline cancelled my voucher and offered a scenic travel voucher.,"['airline', 'cancelled', 'voucher', 'offered', 'scenic', 'travel', 'voucher']",airline cancelled voucher offered scenic travel voucher,-0.25,0.0,0.833,0.167,4
Our check-in to Sydney was rescheduled and the experience was terrible.,negative,travel,2025-09-18 02:09:26.783492,Our check-in to Sydney was rescheduled and the experience was terrible.,"['check-in', 'sydney', 'rescheduled', 'experience', 'terrible']",check-in sydney rescheduled experience terrible,-0.4767,0.0,0.763,0.237,0
The airline lost my check-in and offered a terrible travel check-in.!!!,negative,travel,2025-09-18 19:39:38.905007,The airline lost my check-in and offered a terrible travel check-in!,"['airline', 'lost', 'check-in', 'offered', 'terrible', 'travel', 'check-in']",airline lost check-in offered terrible travel check-in,-0.69,0.0,0.613,0.387,4
I want to confirm my itinerary for the first-class itinerary to Paris.,positive,travel,2025-09-18 11:02:51.026522,I want to confirm my itinerary for the first-class itinerary to Paris.,"['want', 'confirm', 'itinerary', 'first-class', 'itinerary', 'paris']",want confirm itinerary first-class itinerary paris,0.0772,0.106,0.894,0.0,2
The destination process was non-refundable and the staff were very helpful.,negative,travel,2025-09-18 20:32:03.148038,The destination process was non-refundable and the staff were very helpful.,"['destination', 'process', 'non-refundable', 'staff', 'helpful']",destination process non-refundable staff helpful,0.4754,0.236,0.764,0.0,5
I want to confirm my booking for the scenic booking to Paris.,neutral,travel,2025-09-18 09:48:15.269553,I want to confirm my booking for the scenic booking to Paris.,"['want', 'confirm', 'booking', 'scenic', 'booking', 'paris']",want confirm booking scenic booking paris,0.0772,0.106,0.894,0.0,2
I have a disappointing reservation at the Grand Hyatt that I need to get a reservation for umm .,negative,travel,2025-09-18 18:23:27.391068,I have a disappointing reservation at the Grand Hyatt that I need to get a reservation for umm .,"['disappointing', 'reservation', 'grand', 'hyatt', 'need', 'get', 'reservation', 'umm']",disappointing reservation grand hyatt need get reservation umm,-0.0516,0.129,0.733,0.138,3
The airline upgraded my destination and offered a first-class travel destination.,positive,travel,2025-09-18 10:29:39.512583,The airline upgraded my destination and offered a first-class travel destination.,"['airline', 'upgraded', 'destination', 'offered', 'first-class', 'travel', 'destination']",airline upgraded destination offered first-class travel destination,0.0,0.0,1.0,0.0,4
