text,label,domain,timestamp,clean_text,tokens,joined_tokens
My recent interest rate for $4282.84 has not been processed correctly. ?!?,negative,banking,2025-10-02 10:12:37.749435,My recent interest rate for $4282.84 has not been processed correctly. ?,"['recent', 'interest', 'rate', '4282.84', 'processed', 'correctly']",recent interest rate 4282.84 processed correctly
I am writing to report a pending issue with my credit card.,positive,banking,2025-10-02 16:04:49.870950,I am writing to report a pending issue with my credit card.,"['writing', 'report', 'pending', 'issue', 'credit', 'card']",writing report pending issue credit card
The loan was withdrew due to insufficient funds.,positive,banking,2025-10-02 13:28:01.992465,The loan was withdrew due to insufficient funds.,"['loan', 'withdrew', 'due', 'insufficient', 'fund']",loan withdrew due insufficient fund
There is a declined hold on my transaction that needs to be resolved.,positive,banking,2025-10-01 19:25:14.113980,There is a declined hold on my transaction that needs to be resolved.,"['declined', 'hold', 'transaction', 'need', 'resolved']",declined hold transaction need resolved
My recent fraud for $2179.74 has not been processed correctly.,negative,banking,2025-10-02 02:42:26.235495,My recent fraud for $2179.74 has not been processed correctly.,"['recent', 'fraud', '2179.74', 'processed', 'correctly']",recent fraud 2179.74 processed correctly
The transaction was withdrew due to insufficient funds.!!!,neutral,banking,2025-10-02 06:01:38.357010,The transaction was withdrew due to insufficient funds!,"['transaction', 'withdrew', 'due', 'insufficient', 'fund']",transaction withdrew due insufficient fund
There is a urgent hold on my deposit that needs to be transferred.,positive,banking,2025-10-02 15:06:50.478526,There is a urgent hold on my deposit that needs to be transferred.,"['urgent', 'hold', 'deposit', 'need', 'transferred']",urgent hold deposit need transferred
THERE IS A ERRONEOUS HOLD ON MY ACCOUNT THAT NEEDS TO BE DISPUTED.,negative,banking,2025-10-02 17:00:02.600041,THERE IS A ERRONEOUS HOLD ON MY ACCOUNT THAT NEEDS TO BE DISPUTED.,"['erroneous', 'hold', 'account', 'need', 'disputed']",erroneous hold account need disputed
My recent overdraft for $894.22 has not been processed correctly.,negative,banking,2025-10-02 06:57:14.721556,My recent overdraft for $894.22 has not been processed correctly.,"['recent', 'overdraft', '894.22', 'processed', 'correctly']",recent overdraft 894.22 processed correctly
The deposit was resolved due to insufficient funds.,positive,banking,2025-10-02 02:05:26.843071,The deposit was resolved due to insufficient funds.,"['deposit', 'resolved', 'due', 'insufficient', 'fund']",deposit resolved due insufficient fund
I would like to inquire about the statement on my savings account.,neutral,banking,2025-10-02 16:20:38.964586,I would like to inquire about the statement on my savings account.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
I would like to inquire about the overdraft on my savings account.,negative,banking,2025-10-02 15:16:51.086102,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
A declined transaction of $722.67 on my overdraft was deposited.,negative,banking,2025-10-02 02:38:03.207617,A declined transaction of $722.67 on my overdraft was deposited.,"['declined', 'transaction', '722.67', 'overdraft', 'deposited']",declined transaction 722.67 overdraft deposited
The loan was withdrew due to insufficient funds. ?!?,negative,banking,2025-10-02 10:10:15.329132,The loan was withdrew due to insufficient funds. ?,"['loan', 'withdrew', 'due', 'insufficient', 'fund']",loan withdrew due insufficient fund
[REF-7204] My recent loan for $680.98 has not been processed correctly.,negative,banking,2025-10-02 14:56:27.450647,[REF-7204] My recent loan for $680.98 has not been processed correctly.,"['ref-7204', 'recent', 'loan', '680.98', 'processed', 'correctly']",ref-7204 recent loan 680.98 processed correctly
THE PAYMENT WAS DENIED DUE TO INSUFFICIENT FUNDS.,negative,banking,2025-10-02 15:02:39.572162,THE PAYMENT WAS DENIED DUE TO INSUFFICIENT FUNDS.,"['payment', 'denied', 'due', 'insufficient', 'fund']",payment denied due insufficient fund
My recent mortgage for $1298.16 has not been processed correctly.,positive,banking,2025-10-02 02:34:51.693678,My recent mortgage for $1298.16 has not been processed correctly.,"['recent', 'mortgage', '1298.16', 'processed', 'correctly']",recent mortgage 1298.16 processed correctly
My recent credit card for $987.87 has not been processed correctly.,neutral,banking,2025-10-02 20:30:03.815193,My recent credit card for $987.87 has not been processed correctly.,"['recent', 'credit', 'card', '987.87', 'processed', 'correctly']",recent credit card 987.87 processed correctly
I would like to inquire about the credit card on my savings account.,negative,banking,2025-10-02 19:33:15.936708,I would like to inquire about the credit card on my savings account.,"['would', 'like', 'inquire', 'credit', 'card', 'saving', 'account']",would like inquire credit card saving account
The fraud was investigated due to insufficient funds.,negative,banking,2025-10-02 20:14:28.058223,The fraud was investigated due to insufficient funds.,"['fraud', 'investigated', 'due', 'insufficient', 'fund']",fraud investigated due insufficient fund
I would like to inquire about the fraud on my savings account.,negative,banking,2025-10-02 06:34:40.179738,I would like to inquire about the fraud on my savings account.,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
I am writing to report a successful issue with my account.,positive,banking,2025-10-02 00:47:52.301254,I am writing to report a successful issue with my account.,"['writing', 'report', 'successful', 'issue', 'account']",writing report successful issue account
The fraud was denied due to insufficient funds....,negative,banking,2025-10-02 22:56:04.422769,The fraud was denied due to insufficient funds.,"['fraud', 'denied', 'due', 'insufficient', 'fund']",fraud denied due insufficient fund
The loan was denied due to insufficient funds.,negative,banking,2025-10-02 10:23:16.544284,The loan was denied due to insufficient funds.,"['loan', 'denied', 'due', 'insufficient', 'fund']",loan denied due insufficient fund
There is a urgent hold on my overdraft that needs to be flagged.,negative,banking,2025-10-02 15:58:28.665799,There is a urgent hold on my overdraft that needs to be flagged.,"['urgent', 'hold', 'overdraft', 'need', 'flagged']",urgent hold overdraft need flagged
I am writing to report a urgent issue with my account.,negative,banking,2025-10-02 18:58:40.787314,I am writing to report a urgent issue with my account.,"['writing', 'report', 'urgent', 'issue', 'account']",writing report urgent issue account
I would like to inquire about the interest rate on my savings account.,neutral,banking,2025-10-02 00:22:52.908829,I would like to inquire about the interest rate on my savings account.,"['would', 'like', 'inquire', 'interest', 'rate', 'saving', 'account']",would like inquire interest rate saving account
My recent fraud for $793.04 has not been processed correctly.,negative,banking,2025-10-02 16:39:05.030345,My recent fraud for $793.04 has not been processed correctly.,"['recent', 'fraud', '793.04', 'processed', 'correctly']",recent fraud 793.04 processed correctly
A suspicious transaction of $19.4 on my payment was flagged.,negative,banking,2025-10-02 18:49:17.151860,A suspicious transaction of $19.4 on my payment was flagged.,"['suspicious', 'transaction', '19.4', 'payment', 'flagged']",suspicious transaction 19.4 payment flagged
A successful transaction of $347.59 on my payment was flagged.,positive,banking,2025-10-02 07:45:29.273375,A successful transaction of $347.59 on my payment was flagged.,"['successful', 'transaction', '347.59', 'payment', 'flagged']",successful transaction 347.59 payment flagged
There is a high-value hold on my transaction that needs to be flagged.,positive,banking,2025-10-02 04:53:41.394890,There is a high-value hold on my transaction that needs to be flagged.,"['high-value', 'hold', 'transaction', 'need', 'flagged']",high-value hold transaction need flagged
The account was withdrew due to insufficient funds....,neutral,banking,2025-10-02 10:58:53.516405,The account was withdrew due to insufficient funds.,"['account', 'withdrew', 'due', 'insufficient', 'fund']",account withdrew due insufficient fund
My recent overdraft for $1073.48 has not been processed correctly....,neutral,banking,2025-10-02 07:35:05.637921,My recent overdraft for $1073.48 has not been processed correctly.,"['recent', 'overdraft', '1073.48', 'processed', 'correctly']",recent overdraft 1073.48 processed correctly
The deposit you know  was approved due to insufficient funds.,positive,banking,2025-10-02 18:38:17.759436,The deposit you know was approved due to insufficient funds.,"['deposit', 'know', 'approved', 'due', 'insufficient', 'fund']",deposit know approved due insufficient fund
There is a unauthorized hold on my loan that needs to be disputed.,negative,banking,2025-10-02 05:28:29.880951,There is a unauthorized hold on my loan that needs to be disputed.,"['unauthorized', 'hold', 'loan', 'need', 'disputed']",unauthorized hold loan need disputed
I am writing to report a erroneous issue with my statement.,neutral,banking,2025-10-02 14:27:42.002466,I am writing to report a erroneous issue with my statement.,"['writing', 'report', 'erroneous', 'issue', 'statement']",writing report erroneous issue statement
There is a pending hold on my fraud that needs to be withdrew.,negative,banking,2025-10-02 11:19:54.123981,There is a pending hold on my fraud that needs to be withdrew.,"['pending', 'hold', 'fraud', 'need', 'withdrew']",pending hold fraud need withdrew
The deposit was deposited due to insufficient funds.,positive,banking,2025-10-03 02:15:06.245497,The deposit was deposited due to insufficient funds.,"['deposit', 'deposited', 'due', 'insufficient', 'fund']",deposit deposited due insufficient fund
The overdraft was denied due to insufficient funds.,negative,banking,2025-10-02 13:31:18.367012,The overdraft was denied due to insufficient funds.,"['overdraft', 'denied', 'due', 'insufficient', 'fund']",overdraft denied due insufficient fund
My recent deposit for $1653.08 has not been processed correctly.,positive,banking,2025-10-02 13:31:30.488527,My recent deposit for $1653.08 has not been processed correctly.,"['recent', 'deposit', '1653.08', 'processed', 'correctly']",recent deposit 1653.08 processed correctly
There  ... is a suspicious hold on my account that needs to be transferred.,negative,banking,2025-10-02 10:46:42.610042,There . is a suspicious hold on my account that needs to be transferred.,"['suspicious', 'hold', 'account', 'need', 'transferred']",suspicious hold account need transferred
I would like to inquire about the balance on my savings account.,neutral,banking,2025-10-02 14:50:54.731557,I would like to inquire about the balance on my savings account.,"['would', 'like', 'inquire', 'balance', 'saving', 'account']",would like inquire balance saving account
I would like to inquire about the mortgage on my savings account. ?!?,neutral,banking,2025-10-02 23:28:06.853073,I would like to inquire about the mortgage on my savings account. ?,"['would', 'like', 'inquire', 'mortgage', 'saving', 'account']",would like inquire mortgage saving account
I would like to inquire about the fraud on my savings account.,negative,banking,2025-10-02 04:55:18.974588,I would like to inquire about the fraud on my savings account.,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
The deposit was withdrew due to insufficient funds.,positive,banking,2025-10-02 19:10:31.096103,The deposit was withdrew due to insufficient funds.,"['deposit', 'withdrew', 'due', 'insufficient', 'fund']",deposit withdrew due insufficient fund
There is a successful hold on my balance that needs to be withdrew.!!!,positive,banking,2025-10-03 02:24:43.217618,There is a successful hold on my balance that needs to be withdrew!,"['successful', 'hold', 'balance', 'need', 'withdrew']",successful hold balance need withdrew
There is a high-value hold on my statement that needs to be resolved.,positive,banking,2025-10-02 13:00:55.339133,There is a high-value hold on my statement that needs to be resolved.,"['high-value', 'hold', 'statement', 'need', 'resolved']",high-value hold statement need resolved
My recent interest rate for $1358.94 has not been processed ...  correctly.,positive,banking,2025-10-02 21:27:07.460648,My recent interest rate for $1358.94 has not been processed . correctly.,"['recent', 'interest', 'rate', '1358.94', 'processed', 'correctly']",recent interest rate 1358.94 processed correctly
I would like to inquire about the loan on my savings account.,negative,banking,2025-10-02 14:21:19.582164,I would like to inquire about the loan on my savings account.,"['would', 'like', 'inquire', 'loan', 'saving', 'account']",would like inquire loan saving account
I would like to inquire about the payment on my savings account.,neutral,banking,2025-10-03 05:35:31.703679,I would like to inquire about the payment on my savings account.,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
A urgent transaction of $1688.35 on my loan was disputed.,negative,banking,2025-10-02 23:31:43.825194,A urgent transaction of $1688.35 on my loan was disputed.,"['urgent', 'transaction', '1688.35', 'loan', 'disputed']",urgent transaction 1688.35 loan disputed
I would like to inquire about ...  the statement on my savings account.,positive,banking,2025-10-02 18:05:55.946709,I would like to inquire about . the statement on my savings account.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
The transaction was disputed due to insufficient funds.,negative,banking,2025-10-02 15:15:08.068224,The transaction was disputed due to insufficient funds.,"['transaction', 'disputed', 'due', 'insufficient', 'fund']",transaction disputed due insufficient fund
The loan was charged due to insufficient funds.,positive,banking,2025-10-03 01:22:20.189740,The loan was charged due to insufficient funds.,"['loan', 'charged', 'due', 'insufficient', 'fund']",loan charged due insufficient fund
I am writing to report a unauthorized issue with my mortgage.,negative,banking,2025-10-02 15:32:32.311255,I am writing to report a unauthorized issue with my mortgage.,"['writing', 'report', 'unauthorized', 'issue', 'mortgage']",writing report unauthorized issue mortgage
I am writing to report a declined issue with my payment....,negative,banking,2025-10-02 16:35:44.432770,I am writing to report a declined issue with my payment.,"['writing', 'report', 'declined', 'issue', 'payment']",writing report declined issue payment
There is a erroneous hold on my overdraft that needs to be transferred.,negative,banking,2025-10-02 17:36:56.554285,There is a erroneous hold on my overdraft that needs to be transferred.,"['erroneous', 'hold', 'overdraft', 'need', 'transferred']",erroneous hold overdraft need transferred
I am writing to report a urgent issue with my credit card.,neutral,banking,2025-10-02 12:22:08.675800,I am writing to report a urgent issue with my credit card.,"['writing', 'report', 'urgent', 'issue', 'credit', 'card']",writing report urgent issue credit card
My recent fraud for $1056.36 has not been processed correctly.,negative,banking,2025-10-03 05:55:20.797316,My recent fraud for $1056.36 has not been processed correctly.,"['recent', 'fraud', '1056.36', 'processed', 'correctly']",recent fraud 1056.36 processed correctly
I would like to inquire about the credit card on my savings account.,positive,banking,2025-10-03 07:28:32.918831,I would like to inquire about the credit card on my savings account.,"['would', 'like', 'inquire', 'credit', 'card', 'saving', 'account']",would like inquire credit card saving account
My recent mortgage for $683.89 has not been processed correctly.,neutral,banking,2025-10-02 18:40:45.040346,My recent mortgage for $683.89 has not been processed correctly.,"['recent', 'mortgage', '683.89', 'processed', 'correctly']",recent mortgage 683.89 processed correctly
The statement was withdrew due to insufficient funds.,negative,banking,2025-10-03 05:06:57.161861,The statement was withdrew due to insufficient funds.,"['statement', 'withdrew', 'due', 'insufficient', 'fund']",statement withdrew due insufficient fund
There is a erroneous hold on my overdraft that needs to be deposited.,negative,banking,2025-10-02 20:21:09.283376,There is a erroneous hold on my overdraft that needs to be deposited.,"['erroneous', 'hold', 'overdraft', 'need', 'deposited']",erroneous hold overdraft need deposited
I would like to inquire about the overdraft on my savings account.,negative,banking,2025-10-02 23:35:21.404891,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
I would like to inquire about the statement on my savings account.,negative,banking,2025-10-02 19:05:33.526407,I would like to inquire about the statement on my savings account.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
A urgent transaction of $420.63 on my deposit was transferred.,positive,banking,2025-10-03 08:46:45.647922,A urgent transaction of $420.63 on my deposit was transferred.,"['urgent', 'transaction', '420.63', 'deposit', 'transferred']",urgent transaction 420.63 deposit transferred
My recent interest rate for $698.17 has not been processed correctly.,positive,banking,2025-10-03 03:46:57.769437,My recent interest rate for $698.17 has not been processed correctly.,"['recent', 'interest', 'rate', '698.17', 'processed', 'correctly']",recent interest rate 698.17 processed correctly
A erroneous transaction of $4815.04 on my loan was denied.,negative,banking,2025-10-02 22:33:09.890952,A erroneous transaction of $4815.04 on my loan was denied.,"['erroneous', 'transaction', '4815.04', 'loan', 'denied']",erroneous transaction 4815.04 loan denied
My recent deposit for $1171.12 has not been processed correctly.,positive,banking,2025-10-02 19:57:22.012467,My recent deposit for $1171.12 has not been processed correctly.,"['recent', 'deposit', '1171.12', 'processed', 'correctly']",recent deposit 1171.12 processed correctly
[REF-2812] There is a un ... authorized hold on my interest rate that needs to be disputed.,negative,banking,2025-10-03 09:46:34.133983,[REF-2812] There is a un . authorized hold on my interest rate that needs to be disputed.,"['ref-2812', 'un', 'authorized', 'hold', 'interest', 'rate', 'need', 'disputed']",ref-2812 un authorized hold interest rate need disputed
[REF-8783] There is a erroneous hold on my payment that needs to be disputed.,negative,banking,2025-10-02 23:38:46.255498,[REF-8783] There is a erroneous hold on my payment that needs to be disputed.,"['ref-8783', 'erroneous', 'hold', 'payment', 'need', 'disputed']",ref-8783 erroneous hold payment need disputed
A unauthorized transaction of $1111.6 on my overdraft was withdrew.,negative,banking,2025-10-03 02:29:58.377013,A unauthorized transaction of $1111.6 on my overdraft was withdrew.,"['unauthorized', 'transaction', '1111.6', 'overdraft', 'withdrew']",unauthorized transaction 1111.6 overdraft withdrew
A pending transaction of $4489.66 on my interest rate was resolved. ?!?,positive,banking,2025-10-02 21:26:10.498528,A pending transaction of $4489.66 on my interest rate was resolved. ?,"['pending', 'transaction', '4489.66', 'interest', 'rate', 'resolved']",pending transaction 4489.66 interest rate resolved
[REF-6743] I would like to inquire about the overdraft on my savings account... you know .,negative,banking,2025-10-03 12:10:22.620043,[REF-6743] I would like to inquire about the overdraft on my savings account. you know .,"['ref-6743', 'would', 'like', 'inquire', 'overdraft', 'saving', 'account', 'know']",ref-6743 would like inquire overdraft saving account know
I would like to inquire about the overdraft on my savings account.,negative,banking,2025-10-03 07:56:34.741559,I would like to inquire about the overdraft on my savings account.,"['would', 'like', 'inquire', 'overdraft', 'saving', 'account']",would like inquire overdraft saving account
I would like to inquire about the fraud on my savings account. (ticket:581851),negative,banking,2025-10-03 13:04:46.863074,I would like to inquire about the fraud on my savings account. (ticket:581851),"['would', 'like', 'inquire', 'fraud', 'saving', 'account', 'ticket:581851']",would like inquire fraud saving account ticket:581851
I would like to inquire about the fraud on my savings account.,neutral,banking,2025-10-03 00:06:58.984589,I would like to inquire about the fraud on my savings account.,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
I would like to inquire about the statement on my savings account.,positive,banking,2025-10-03 13:06:11.106104,I would like to inquire about the statement on my savings account.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
There is a suspicio like us hold on my interest rate that needs to be deposited.,negative,banking,2025-10-02 15:20:23.227619,There is a suspicio like us hold on my interest rate that needs to be deposited.,"['suspicio', 'like', 'u', 'hold', 'interest', 'rate', 'need', 'deposited']",suspicio like u hold interest rate need deposited
The loan was denied due to insufficient funds.,negative,banking,2025-10-02 19:34:35.349135,The loan was denied due to insufficient funds.,"['loan', 'denied', 'due', 'insufficient', 'fund']",loan denied due insufficient fund
MY RECENT MORTGAGE FOR $402.33 HAS NOT BEEN PROCESSED CORRECTLY.,positive,banking,2025-10-03 07:34:47.470650,MY RECENT MORTGAGE FOR $402.33 HAS NOT BEEN PROCESSED CORRECTLY.,"['recent', 'mortgage', '402.33', 'processed', 'correctly']",recent mortgage 402.33 processed correctly
My recent statement for $2224.09 has not been processed correctly.,neutral,banking,2025-10-03 12:50:59.592165,My recent statement for $2224.09 has not been processed correctly.,"['recent', 'statement', '2224.09', 'processed', 'correctly']",recent statement 2224.09 processed correctly
The overdraft was disputed due to insufficient funds.,negative,banking,2025-10-02 23:17:11.713680,The overdraft was disputed due to insufficient funds.,"['overdraft', 'disputed', 'due', 'insufficient', 'fund']",overdraft disputed due insufficient fund
There is a pending hold on my statement that needs to be resolved.,positive,banking,2025-10-03 09:23:23.835195,There is a pending hold on my statement that needs to be resolved.,"['pending', 'hold', 'statement', 'need', 'resolved']",pending hold statement need resolved
The deposit was withdrew due to insufficient funds.,positive,banking,2025-10-03 02:14:35.956710,The deposit was withdrew due to insufficient funds.,"['deposit', 'withdrew', 'due', 'insufficient', 'fund']",deposit withdrew due insufficient fund
My recent mortgage for $4592.99 has not been processed correctly.,negative,banking,2025-10-03 03:51:48.078226,My recent mortgage for $4592.99 has not been processed correctly.,"['recent', 'mortgage', '4592.99', 'processed', 'correctly']",recent mortgage 4592.99 processed correctly
A unauthorized transaction of $3464.2 on my payment was disputed.,neutral,banking,2025-10-03 08:12:00.199741,A unauthorized transaction of $3464.2 on my payment was disputed.,"['unauthorized', 'transaction', '3464.2', 'payment', 'disputed']",unauthorized transaction 3464.2 payment disputed
There is a pending hold on my interest rate that needs to be withdrew.,neutral,banking,2025-10-03 13:51:12.321256,There is a pending hold on my interest rate that needs to be withdrew.,"['pending', 'hold', 'interest', 'rate', 'need', 'withdrew']",pending hold interest rate need withdrew
There is a erroneous hold on my statement that needs to be flagged.,neutral,banking,2025-10-03 13:42:24.442771,There is a erroneous hold on my statement that needs to be flagged.,"['erroneous', 'hold', 'statement', 'need', 'flagged']",erroneous hold statement need flagged
I would like to inquire about the transaction on my savings account.,positive,banking,2025-10-02 20:29:36.564286,I would like to inquire about the transaction on my savings account.,"['would', 'like', 'inquire', 'transaction', 'saving', 'account']",would like inquire transaction saving account
A suspicious transaction of $2591.26 on my credit card was disputed.,neutral,banking,2025-10-02 23:42:48.685802,A suspicious transaction of $2591.26 on my credit card was disputed.,"['suspicious', 'transaction', '2591.26', 'credit', 'card', 'disputed']",suspicious transaction 2591.26 credit card disputed
My recent fraud for $671.09 has not been processed correctly. ?!?,negative,banking,2025-10-02 22:13:00.807317,My recent fraud for $671.09 has not been processed correctly. ?,"['recent', 'fraud', '671.09', 'processed', 'correctly']",recent fraud 671.09 processed correctly
My recent transaction for $2358.54 has not been processed correctly.,positive,banking,2025-10-03 05:35:12.928832,My recent transaction for $2358.54 has not been processed correctly.,"['recent', 'transaction', '2358.54', 'processed', 'correctly']",recent transaction 2358.54 processed correctly
I am writing to report a erroneous issue with my statement.,neutral,banking,2025-10-03 17:28:25.050347,I am writing to report a erroneous issue with my statement.,"['writing', 'report', 'erroneous', 'issue', 'statement']",writing report erroneous issue statement
My recent payment for $1674.6 has not been processed correctly.,neutral,banking,2025-10-03 12:22:37.171862,My recent payment for $1674.6 has not been processed correctly.,"['recent', 'payment', '1674.6', 'processed', 'correctly']",recent payment 1674.6 processed correctly
A high-value transaction of $3222.26 on my transaction was investigated.,neutral,banking,2025-10-03 14:48:49.293378,A high-value transaction of $3222.26 on my transaction was investigated.,"['high-value', 'transaction', '3222.26', 'transaction', 'investigated']",high-value transaction 3222.26 transaction investigated
The statement was transferred due to insufficient funds.,neutral,banking,2025-10-03 04:22:01.414893,The statement was transferred due to insufficient funds.,"['statement', 'transferred', 'due', 'insufficient', 'fund']",statement transferred due insufficient fund
[REF-9714] I would like to inquire about the interest rate on my savings account.,negative,banking,2025-10-03 01:11:13.536408,[REF-9714] I would like to inquire about the interest rate on my savings account.,"['ref-9714', 'would', 'like', 'inquire', 'interest', 'rate', 'saving', 'account']",ref-9714 would like inquire interest rate saving account
A pending transaction of $716.98 on my interest rate was approved....,positive,banking,2025-10-03 09:21:25.657923,A pending transaction of $716.98 on my interest rate was approved.,"['pending', 'transaction', '716.98', 'interest', 'rate', 'approved']",pending transaction 716.98 interest rate approved
I would like to in like quire about the mortgage on my savings account.,positive,banking,2025-10-03 05:02:37.779438,I would like to in like quire about the mortgage on my savings account.,"['would', 'like', 'like', 'quire', 'mortgage', 'saving', 'account']",would like like quire mortgage saving account
There is a declined hold on my fraud that needs to be charged.,negative,banking,2025-10-03 09:24:49.900953,There is a declined hold on my fraud that needs to be charged.,"['declined', 'hold', 'fraud', 'need', 'charged']",declined hold fraud need charged
My recent transaction for $567.53 has not been processed correctly.,negative,banking,2025-10-03 09:09:02.022469,My recent transaction for $567.53 has not been processed correctly.,"['recent', 'transaction', '567.53', 'processed', 'correctly']",recent transaction 567.53 processed correctly
The mortgage was transferred due to insufficient funds.,negative,banking,2025-10-03 04:56:14.143984,The mortgage was transferred due to insufficient funds.,"['mortgage', 'transferred', 'due', 'insufficient', 'fund']",mortgage transferred due insufficient fund
My recent interest rate for $4639.72 has not been processed correctly.,negative,banking,2025-10-02 20:55:26.265499,My recent interest rate for $4639.72 has not been processed correctly.,"['recent', 'interest', 'rate', '4639.72', 'processed', 'correctly']",recent interest rate 4639.72 processed correctly
There is a declined hold on my account that needs to be resolved.,positive,banking,2025-10-03 16:31:38.387014,There is a declined hold on my account that needs to be resolved.,"['declined', 'hold', 'account', 'need', 'resolved']",declined hold account need resolved
[REF-4767] The fraud was disputed due to insufficient funds.,negative,banking,2025-10-03 11:22:50.508529,[REF-4767] The fraud was disputed due to insufficient funds.,"['ref-4767', 'fraud', 'disputed', 'due', 'insufficient', 'fund']",ref-4767 fraud disputed due insufficient fund
A erroneous transaction of $1413.13 on my statement was transferred.,negative,banking,2025-10-03 00:22:02.630045,A erroneous transaction of $1413.13 on my statement was transferred.,"['erroneous', 'transaction', '1413.13', 'statement', 'transferred']",erroneous transaction 1413.13 statement transferred
The deposit was transferred due to insufficient funds.,positive,banking,2025-10-03 06:09:14.751560,The deposit was transferred due to insufficient funds.,"['deposit', 'transferred', 'due', 'insufficient', 'fund']",deposit transferred due insufficient fund
I would like to inquire about the fraud on my savings account.,negative,banking,2025-10-03 04:13:26.873075,I would like to inquire about the fraud on my savings account.,"['would', 'like', 'inquire', 'fraud', 'saving', 'account']",would like inquire fraud saving account
I would like to inquire about the payment on my savings account.,negative,banking,2025-10-02 22:57:38.994590,I would like to inquire about the payment on my savings account.,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
I WOULD LIKE TO INQUIRE ABOUT THE BALANCE ON MY SAVINGS ACCOUNT.,negative,banking,2025-10-03 21:12:51.116105,I WOULD LIKE TO INQUIRE ABOUT THE BALANCE ON MY SAVINGS ACCOUNT.,"['would', 'like', 'inquire', 'balance', 'saving', 'account']",would like inquire balance saving account
I am writing to report a urgent issue with my account.,positive,banking,2025-10-03 20:43:03.237621,I am writing to report a urgent issue with my account.,"['writing', 'report', 'urgent', 'issue', 'account']",writing report urgent issue account
A suspicious transaction of $2109.96 on my transaction was transferred. ?!?,negative,banking,2025-10-03 01:08:15.359136,A suspicious transaction of $2109.96 on my transaction was transferred. ?,"['suspicious', 'transaction', '2109.96', 'transaction', 'transferred']",suspicious transaction 2109.96 transaction transferred
A suspicious transaction of $3204.12 on my fraud was charged.,negative,banking,2025-10-03 02:49:27.480651,A suspicious transaction of $3204.12 on my fraud was charged.,"['suspicious', 'transaction', '3204.12', 'fraud', 'charged']",suspicious transaction 3204.12 fraud charged
I am writing to report a erroneous issue with my mortgage.,neutral,banking,2025-10-03 08:35:39.602166,I am writing to report a erroneous issue with my mortgage.,"['writing', 'report', 'erroneous', 'issue', 'mortgage']",writing report erroneous issue mortgage
The deposit was charged due to insufficient funds.,positive,banking,2025-10-03 19:05:51.723681,The deposit was charged due to insufficient funds.,"['deposit', 'charged', 'due', 'insufficient', 'fund']",deposit charged due insufficient fund
I am writing to report a pending issue with my loan.,positive,banking,2025-10-03 03:13:03.845197,I am writing to report a pending issue with my loan.,"['writing', 'report', 'pending', 'issue', 'loan']",writing report pending issue loan
I am writing to report a high-value issue with my deposit.,positive,banking,2025-10-03 14:00:15.966712,I am writing to report a high-value issue with my deposit.,"['writing', 'report', 'high-value', 'issue', 'deposit']",writing report high-value issue deposit
I am writing to report a erroneous issue with my statement. ?!?,negative,banking,2025-10-03 22:58:28.088227,I am writing to report a erroneous issue with my statement. ?,"['writing', 'report', 'erroneous', 'issue', 'statement']",writing report erroneous issue statement
I am writing to report a high-value issue with my mortgage.,positive,banking,2025-10-03 19:38:40.209742,I am writing to report a high-value issue with my mortgage.,"['writing', 'report', 'high-value', 'issue', 'mortgage']",writing report high-value issue mortgage
I would like to inquire about the loan on my savings account.,positive,banking,2025-10-03 01:53:52.331257,I would like to inquire about the loan on my savings account.,"['would', 'like', 'inquire', 'loan', 'saving', 'account']",would like inquire loan saving account
The statement was denied due to insufficient funds.,neutral,banking,2025-10-03 21:52:04.452772,The statement was denied due to insufficient funds.,"['statement', 'denied', 'due', 'insufficient', 'fund']",statement denied due insufficient fund
I am writing to report a suspicious issue with my balance. (ticket:357005),negative,banking,2025-10-03 21:52:16.574288,I am writing to report a suspicious issue with my balance. (ticket:357005),"['writing', 'report', 'suspicious', 'issue', 'balance', 'ticket:357005']",writing report suspicious issue balance ticket:357005
I AM WRITING TO REPORT A ERRONEOUS ISSUE WITH MY CREDIT CARD.,negative,banking,2025-10-03 23:32:28.695803,I AM WRITING TO REPORT A ERRONEOUS ISSUE WITH MY CREDIT CARD.,"['writing', 'report', 'erroneous', 'issue', 'credit', 'card']",writing report erroneous issue credit card
My recent overdraft for $3896.07 has not been processed correctly....,negative,banking,2025-10-03 09:38:40.817318,My recent overdraft for $3896.07 has not been processed correctly.,"['recent', 'overdraft', '3896.07', 'processed', 'correctly']",recent overdraft 3896.07 processed correctly
